raw_record_id,source_db,doc_id_canonical,dedup_reason
WOS:000372404200004,,FI_001614,kept
2-s2.0-84942983558,,FI_001615,kept
2-s2.0-84991070287,,FI_001616,kept
2-s2.0-105000937216,,FI_001617,kept
2-s2.0-85137622354,,FI_001618,kept
2-s2.0-85152298966,,FI_001619,kept
2-s2.0-85207351461,,FI_001620,kept
2-s2.0-85106279693,,FI_001621,kept
2-s2.0-85132357145,,FI_001622,kept
WOS:001489803700001,,FI_001623,kept
2-s2.0-105017776271,,FI_001624,kept
2-s2.0-85143651113,,FI_001625,kept
2-s2.0-85150018699,,FI_001626,kept
2-s2.0-85168116921,,FI_001627,kept
2-s2.0-85183988173,,FI_001628,kept
2-s2.0-85184742644,,FI_001629,kept
2-s2.0-85200163844,,FI_001630,kept
2-s2.0-85060554089,,FI_001631,kept
2-s2.0-85103303291,,FI_001632,kept
2-s2.0-105014820662,,FI_001633,kept
2-s2.0-85138026446,,FI_001634,kept
2-s2.0-85146035054,,FI_001635,kept
2-s2.0-85146969498,,FI_001636,kept
2-s2.0-85160519841,,FI_001637,kept
2-s2.0-85185184858,,FI_001638,kept
WOS:001237789900001,,FI_001639,kept
2-s2.0-85198558870,,FI_001640,kept
2-s2.0-85200542627,,FI_001641,kept
2-s2.0-85201693596,,FI_001642,kept
2-s2.0-85202023340,,FI_001643,kept
2-s2.0-85202848508,,FI_001644,kept
WOS:001412263700001,,FI_001645,kept
2-s2.0-85216015556,,FI_001646,kept
WOS:001493075100004,,FI_001647,kept
2-s2.0-105014499286,,FI_001648,kept
WOS:001617488400001,,FI_001649,kept
2-s2.0-105024311026,,FI_001650,kept
2-s2.0-105013329986,,FI_001651,kept
2-s2.0-85143780220,,FI_001652,kept
2-s2.0-85145572318,,FI_001653,kept
2-s2.0-85190819246,,FI_001654,kept
WOS:000314108100013,,FI_001655,kept
WOS:000361490600009,,FI_001656,kept
WOS:000380509900119,,FI_001657,kept
2-s2.0-85131734971,,FI_001658,kept
WOS:001175281600001,,FI_001659,kept
2-s2.0-85206185047,,FI_001660,kept
2-s2.0-105004390410,,FI_001661,kept
2-s2.0-85150029549,,FI_001662,kept
2-s2.0-105005509978,,FI_001663,kept
2-s2.0-105009293497,,FI_001664,kept
2-s2.0-105017990648,,FI_001665,kept
2-s2.0-70349296795,,FI_001666,kept
2-s2.0-84875794988,,FI_001667,kept
2-s2.0-85193987853,,FI_001668,kept
2-s2.0-9644264024,,FI_001669,kept
2-s2.0-84924915408,,FI_001670,kept
2-s2.0-84953267828,,FI_001671,kept
2-s2.0-84985916020,,FI_001672,kept
2-s2.0-85035762011,,FI_001673,kept
2-s2.0-85098737856,,FI_001674,kept
2-s2.0-85099292462,,FI_001675,kept
2-s2.0-85106927391,,FI_001676,kept
2-s2.0-85166665467,,FI_001677,kept
2-s2.0-85195031486,,FI_001678,kept
2-s2.0-85057501768,,FI_001679,kept
2-s2.0-85212339946,,FI_001680,kept
2-s2.0-86000752472,,FI_001681,kept
2-s2.0-105002332921,,FI_001682,kept
2-s2.0-105022639604,,FI_001683,kept
2-s2.0-85064713761,,FI_001684,kept
2-s2.0-85070500085,,FI_001685,kept
2-s2.0-85089230795,,FI_001686,kept
2-s2.0-85218914164,,FI_001687,kept
2-s2.0-84926631784,,FI_001688,kept
WOS:000853251200001,,FI_001689,kept
WOS:001402219000001,,FI_001690,kept
2-s2.0-84858279023,,FI_001691,kept
WOS:000608420000019,,FI_001692,kept
2-s2.0-85102251137,,FI_001693,kept
2-s2.0-85103959326,,FI_001694,kept
WOS:000697715600021,,FI_001695,kept
2-s2.0-85134891723,,FI_001696,kept
2-s2.0-85138830724,,FI_001697,kept
2-s2.0-85140788170,,FI_001698,kept
2-s2.0-85141353644,,FI_001699,kept
2-s2.0-85141892993,,FI_001700,kept
WOS:000899554100003,,FI_001701,kept
2-s2.0-85149166525,,FI_001702,kept
2-s2.0-85150857666,,FI_001703,kept
2-s2.0-85151287801,,FI_001704,kept
2-s2.0-85171389158,,FI_001705,kept
2-s2.0-85181584351,,FI_001706,kept
2-s2.0-85187791748,,FI_001707,kept
2-s2.0-85188616241,,FI_001708,kept
2-s2.0-85190412167,,FI_001709,kept
2-s2.0-85191696322,,FI_001710,kept
2-s2.0-85195835455,,FI_001711,kept
2-s2.0-85200504349,,FI_001712,kept
2-s2.0-85201577732,,FI_001713,kept
2-s2.0-85208024218,,FI_001714,kept
2-s2.0-85086730126,,FI_001715,kept
2-s2.0-85053354464,,FI_001716,kept
2-s2.0-85068973205,,FI_001717,kept
2-s2.0-85098741771,,FI_001718,kept
2-s2.0-85101538633,,FI_001719,kept
2-s2.0-85126142038,,FI_001720,kept
2-s2.0-85152240059,,FI_001721,kept
2-s2.0-85164267748,,FI_001722,kept
2-s2.0-85196533015,,FI_001723,kept
2-s2.0-105019294200,,FI_001724,kept
2-s2.0-85212938573,,FI_001725,kept
2-s2.0-85185163701,,FI_001726,kept
2-s2.0-84877790343,,FI_001727,kept
2-s2.0-84962124856,,FI_001728,kept
2-s2.0-85002741730,,FI_001729,kept
WOS:000531085100003,,FI_001730,kept
2-s2.0-85080860367,,FI_001731,kept
2-s2.0-85083248566,,FI_001732,kept
2-s2.0-85086432731,,FI_001733,kept
2-s2.0-85092410258,,FI_001734,kept
2-s2.0-85097756083,,FI_001735,kept
2-s2.0-85101219930,,FI_001736,kept
2-s2.0-85119160106,,FI_001737,kept
2-s2.0-85127312233,,FI_001738,kept
2-s2.0-85132249582,,FI_001739,kept
2-s2.0-85140087460,,FI_001740,kept
2-s2.0-85146052264,,FI_001741,kept
2-s2.0-85158880522,,FI_001742,kept
2-s2.0-85162170685,,FI_001743,kept
2-s2.0-85171373011,,FI_001744,kept
2-s2.0-85183963304,,FI_001745,kept
WOS:001622290200001,,FI_001746,kept
2-s2.0-85179170647,,FI_001747,kept
2-s2.0-85104944186,,FI_001748,kept
2-s2.0-85109698326,,FI_001749,kept
2-s2.0-85123951363,,FI_001750,kept
2-s2.0-105002485514,,FI_001751,kept
2-s2.0-54149100582,,FI_001752,kept
WOS:000693688200015,,FI_001753,kept
2-s2.0-85105292637,,FI_001754,kept
2-s2.0-85139350043,,FI_001755,kept
2-s2.0-85166018788,,FI_001756,kept
2-s2.0-86000536598,,FI_001757,kept
2-s2.0-105009747589,,FI_001758,kept
2-s2.0-85202973507,,FI_001759,kept
2-s2.0-56949108005,,FI_001760,kept
2-s2.0-79951850787,,FI_001761,kept
2-s2.0-78149497116,,FI_001762,kept
2-s2.0-84872373984,,FI_001763,kept
2-s2.0-84875230278,,FI_001764,kept
2-s2.0-84881242953,,FI_001765,kept
2-s2.0-84887332309,,FI_001766,kept
WOS:000330496000001,,FI_001767,kept
2-s2.0-84902317161,,FI_001768,kept
2-s2.0-84964603283,,FI_001769,kept
2-s2.0-85019879965,,FI_001770,kept
2-s2.0-85032273717,,FI_001771,kept
2-s2.0-85040661529,,FI_001772,kept
2-s2.0-85043457527,,FI_001773,kept
2-s2.0-85049588454,,FI_001774,kept
WOS:000496605200003,,FI_001775,kept
2-s2.0-85075262835,,FI_001776,kept
2-s2.0-85077072132,,FI_001777,kept
2-s2.0-85077556387,,FI_001778,kept
2-s2.0-85083874360,,FI_001779,kept
2-s2.0-85089815604,,FI_001780,kept
2-s2.0-85102559746,,FI_001781,kept
2-s2.0-85099627492,,FI_001782,kept
2-s2.0-85107719871,,FI_001783,kept
2-s2.0-85122797255,,FI_001784,kept
2-s2.0-85139293087,,FI_001785,kept
2-s2.0-85145446191,,FI_001786,kept
2-s2.0-85183099868,,FI_001787,kept
2-s2.0-85214879269,,FI_001788,kept
2-s2.0-105006762741,,FI_001789,kept
WOS:001541941600001,,FI_001790,kept
2-s2.0-105021271271,,FI_001791,kept
2-s2.0-105023993451,,FI_001792,kept
2-s2.0-85038935737,,FI_001793,kept
2-s2.0-85074175144,,FI_001794,kept
2-s2.0-85193640154,,FI_001795,kept
2-s2.0-84956595812,,FI_001796,kept
2-s2.0-85065817033,,FI_001797,kept
2-s2.0-85088361802,,FI_001798,kept
WOS:000381102700009,,FI_001799,kept
2-s2.0-85001079092,,FI_001800,kept
2-s2.0-85047524129,,FI_001801,kept
2-s2.0-105023269770,,FI_001802,kept
2-s2.0-105023256049,,FI_001803,kept
2-s2.0-105012535100,,FI_001804,kept
2-s2.0-105021584002,,FI_001805,kept
2-s2.0-105021552612,,FI_001806,kept
2-s2.0-105015284429,,FI_001807,kept
2-s2.0-105015259669,,FI_001808,kept
2-s2.0-105015271039,,FI_001809,kept
2-s2.0-105015247326,,FI_001810,kept
2-s2.0-85193987131,,FI_001811,kept
2-s2.0-105022569076,,FI_001812,kept
2-s2.0-85018160901,,FI_001813,kept
2-s2.0-85181043544,,FI_001814,kept
2-s2.0-85205380105,,FI_001815,kept
2-s2.0-84926980402,,FI_001816,kept
2-s2.0-84928048006,,FI_001817,kept
2-s2.0-84954108952,,FI_001818,kept
2-s2.0-84954199998,,FI_001819,kept
2-s2.0-84954240024,,FI_001820,kept
2-s2.0-85151495316,,FI_001821,kept
2-s2.0-85111426021,,FI_001822,kept
2-s2.0-105024475300,,FI_001823,kept
2-s2.0-105018757523,,FI_001824,kept
2-s2.0-105022655330,,FI_001825,kept
2-s2.0-84973340563,,FI_001826,kept
2-s2.0-85112356913,,FI_001827,kept
2-s2.0-85187924442,,FI_001828,kept
WOS:000792204400001,,FI_001829,kept
2-s2.0-105013266179,,FI_001830,kept
2-s2.0-84866353292,,FI_001831,kept
2-s2.0-85057296661,,FI_001832,kept
2-s2.0-84959277702,,FI_001833,kept
2-s2.0-85061212571,,FI_001834,kept
2-s2.0-85121098366,,FI_001835,kept
2-s2.0-85138194056,,FI_001836,kept
2-s2.0-85017091288,,FI_001837,kept
2-s2.0-85052840701,,FI_001838,kept
2-s2.0-85090241242,,FI_001839,kept
2-s2.0-85198208293,,FI_001840,kept
2-s2.0-85104978925,,FI_001841,kept
2-s2.0-105003621583,,FI_001842,kept
2-s2.0-85034606047,,FI_001843,kept
2-s2.0-84894223108,,FI_001844,kept
2-s2.0-85064045121,,FI_001845,kept
2-s2.0-85011468547,,FI_001846,kept
2-s2.0-85062429244,,FI_001847,kept
2-s2.0-85152672606,,FI_001848,kept
2-s2.0-105010885895,,FI_001849,kept
2-s2.0-85159727145,,FI_001850,kept
2-s2.0-85164398490,,FI_001851,kept
2-s2.0-84940046093,,FI_001852,kept
2-s2.0-4043083574,,FI_001853,kept
2-s2.0-16644389045,,FI_001854,kept
2-s2.0-85047503206,,FI_001855,kept
2-s2.0-0023823565,,FI_001856,kept
2-s2.0-85125047709,,FI_001857,kept
2-s2.0-84987644092,,FI_001858,kept
2-s2.0-85054568755,,FI_001859,kept
2-s2.0-85082728056,,FI_001860,kept
2-s2.0-85188509928,,FI_001861,kept
2-s2.0-85109116170,,FI_001862,kept
2-s2.0-85055525987,,FI_001863,kept
2-s2.0-85118548963,,FI_001864,kept
2-s2.0-85092636807,,FI_001865,kept
2-s2.0-85195989801,,FI_001866,kept
2-s2.0-85205276012,,FI_001867,kept
2-s2.0-105017185186,,FI_001868,kept
2-s2.0-105019756480,,FI_001869,kept
2-s2.0-105003296730,,FI_001870,kept
2-s2.0-32144448137,,FI_001871,kept
2-s2.0-51149122848,,FI_001872,kept
2-s2.0-85216740101,,FI_001873,kept
2-s2.0-105007296477,,FI_001874,kept
2-s2.0-85097838955,,FI_001875,kept
2-s2.0-85108431361,,FI_001876,kept
2-s2.0-85108452688,,FI_001877,kept
2-s2.0-85170525706,,FI_001878,kept
2-s2.0-85170547563,,FI_001879,kept
2-s2.0-85206593090,,FI_001880,kept
2-s2.0-85206561758,,FI_001881,kept
2-s2.0-85057379147,,FI_001882,kept
WOS:000664122500201,,FI_001883,kept
2-s2.0-85211166658,,FI_001884,kept
2-s2.0-85014993192,,FI_001885,kept
2-s2.0-85015029623,,FI_001886,kept
2-s2.0-85016865444,,FI_001887,kept
2-s2.0-85015256616,,FI_001888,kept
2-s2.0-85028835385,,FI_001889,kept
2-s2.0-84942926240,,FI_001890,kept
2-s2.0-84862000417,,FI_001891,kept
2-s2.0-79951792113,,FI_001892,kept
2-s2.0-84856503070,,FI_001893,kept
2-s2.0-84883713343,,FI_001894,kept
2-s2.0-84962420555,,FI_001895,kept
2-s2.0-84897442825,,FI_001896,kept
2-s2.0-0036602708,,FI_001897,kept
2-s2.0-85069887848,,FI_001898,kept
2-s2.0-85108609362,,FI_001899,kept
2-s2.0-85108406728,,FI_001900,kept
2-s2.0-85123219677,,FI_001901,kept
2-s2.0-85168569927,,FI_001902,kept
2-s2.0-85187139527,,FI_001903,kept
2-s2.0-105001635314,,FI_001904,kept
2-s2.0-105016674428,,FI_001905,kept
2-s2.0-85016268234,,FI_001906,kept
WOS:000417405200003,,FI_001907,kept
2-s2.0-85099938962,,FI_001908,kept
2-s2.0-85130289717,,FI_001909,kept
2-s2.0-85122881676,,FI_001910,kept
2-s2.0-85125410763,,FI_001911,kept
WOS:000854820700001,,FI_001912,kept
2-s2.0-85141940428,,FI_001913,kept
WOS:000901851600001,,FI_001914,kept
2-s2.0-85149900505,,FI_001915,kept
2-s2.0-85151982967,,FI_001916,kept
2-s2.0-85183880520,,FI_001917,kept
2-s2.0-85192139689,,FI_001918,kept
2-s2.0-85211802295,,FI_001919,kept
2-s2.0-85218196826,,FI_001920,kept
2-s2.0-105002890578,,FI_001921,kept
2-s2.0-105002892645,,FI_001922,kept
2-s2.0-105008695686,,FI_001923,kept
2-s2.0-105012254442,,FI_001924,kept
2-s2.0-105018691893,,FI_001925,kept
2-s2.0-105023570862,,FI_001926,kept
2-s2.0-105022785146,,FI_001927,kept
2-s2.0-85193331783,,FI_001928,kept
2-s2.0-85089452177,,FI_001929,kept
WOS:001239250900003,,FI_001930,kept
2-s2.0-85209642169,,FI_001931,kept
2-s2.0-85204651349,,FI_001932,kept
2-s2.0-85011697888,,FI_001933,kept
2-s2.0-85058175055,,FI_001934,kept
2-s2.0-85118838785,,FI_001935,kept
2-s2.0-85128180867,,FI_001936,kept
WOS:000828454700001,,FI_001937,kept
2-s2.0-85160221168,,FI_001938,kept
2-s2.0-85182231805,,FI_001939,kept
WOS:001532147400001,,FI_001940,kept
2-s2.0-85052531127,,FI_001941,kept
2-s2.0-105022816520,,FI_001942,kept
2-s2.0-105018814542,,FI_001943,kept
2-s2.0-85143847411,,FI_001944,kept
2-s2.0-85152688010,,FI_001945,kept
2-s2.0-85173813411,,FI_001946,kept
2-s2.0-85191798469,,FI_001947,kept
2-s2.0-85190849037,,FI_001948,kept
2-s2.0-85188345999,,FI_001949,kept
2-s2.0-85185123775,,FI_001950,kept
2-s2.0-85196046964,,FI_001951,kept
2-s2.0-85206374440,,FI_001952,kept
2-s2.0-105000547431,,FI_001953,kept
2-s2.0-105003267891,,FI_001954,kept
2-s2.0-105010576375,,FI_001955,kept
2-s2.0-105017028985,,FI_001956,kept
WOS:001527174800003,,FI_001957,kept
2-s2.0-105019499608,,FI_001958,kept
2-s2.0-105021802749,,FI_001959,kept
2-s2.0-105022412303,,FI_001960,kept
WOS:001619814900010,,FI_001961,kept
2-s2.0-85105865993,,FI_001962,kept
2-s2.0-85103706258,,FI_001963,kept
2-s2.0-85131208451,,FI_001964,kept
2-s2.0-85142517932,,FI_001965,kept
2-s2.0-85177640782,,FI_001966,kept
2-s2.0-85178331726,,FI_001967,kept
2-s2.0-85181573746,,FI_001968,kept
2-s2.0-85192012824,,FI_001969,kept
2-s2.0-85188442992,,FI_001970,kept
2-s2.0-85188310293,,FI_001971,kept
2-s2.0-85206797171,,FI_001972,kept
2-s2.0-85218702686,,FI_001973,kept
2-s2.0-105000386597,,FI_001974,kept
2-s2.0-105008868658,,FI_001975,kept
2-s2.0-105008864587,,FI_001976,kept
2-s2.0-105008866553,,FI_001977,kept
WOS:000170992200011,,FI_001978,kept
2-s2.0-79955395434,,FI_001979,kept
2-s2.0-84864403886,,FI_001980,kept
2-s2.0-0031776893,,FI_001981,kept
2-s2.0-0242574859,,FI_001982,kept
2-s2.0-85101791102,,FI_001983,kept
2-s2.0-84862995089,,FI_001984,kept
2-s2.0-84940563662,,FI_001985,kept
2-s2.0-85065612611,,FI_001986,kept
2-s2.0-85070595442,,FI_001987,kept
2-s2.0-84938954324,,FI_001988,kept
2-s2.0-84948079763,,FI_001989,kept
2-s2.0-85010065695,,FI_001990,kept
2-s2.0-84999818644,,FI_001991,kept
2-s2.0-85029455829,,FI_001992,kept
2-s2.0-85050991075,,FI_001993,kept
2-s2.0-85063196603,,FI_001994,kept
2-s2.0-85077099887,,FI_001995,kept
2-s2.0-85070815880,,FI_001996,kept
2-s2.0-85073941898,,FI_001997,kept
WOS:000561945400001,,FI_001998,kept
2-s2.0-85089657589,,FI_001999,kept
WOS:000692297500001,,FI_002000,kept
2-s2.0-85125422791,,FI_002001,kept
2-s2.0-85148503486,,FI_002002,kept
2-s2.0-85153353785,,FI_002003,kept
2-s2.0-85159012106,,FI_002004,kept
2-s2.0-85167408642,,FI_002005,kept
2-s2.0-85169662275,,FI_002006,kept
2-s2.0-85180174110,,FI_002007,kept
2-s2.0-85185673400,,FI_002008,kept
2-s2.0-85188236069,,FI_002009,kept
2-s2.0-85195153260,,FI_002010,kept
2-s2.0-85202064600,,FI_002011,kept
2-s2.0-85209935718,,FI_002012,kept
2-s2.0-85214349598,,FI_002013,kept
2-s2.0-85214406526,,FI_002014,kept
2-s2.0-85217181695,,FI_002015,kept
2-s2.0-85218678869,,FI_002016,kept
2-s2.0-105004847751,,FI_002017,kept
2-s2.0-105016744115,,FI_002018,kept
2-s2.0-105018811617,,FI_002019,kept
2-s2.0-85161381947,,FI_002020,kept
2-s2.0-84890416722,,FI_002021,kept
2-s2.0-85091183495,,FI_002022,kept
2-s2.0-105004859085,,FI_002023,kept
2-s2.0-85086945403,,FI_002024,kept
2-s2.0-85178206403,,FI_002025,kept
2-s2.0-85087419566,,FI_002026,kept
WOS:000780343100006,,FI_002027,kept
2-s2.0-85139223256,,FI_002028,kept
2-s2.0-85162146143,,FI_002029,kept
2-s2.0-84862314785,,FI_002030,kept
2-s2.0-84873674693,,FI_002031,kept
WOS:000464527200016,,FI_002032,kept
2-s2.0-85058454447,,FI_002033,kept
2-s2.0-85089788003,,FI_002034,kept
WOS:000651245800001,,FI_002035,kept
2-s2.0-85118421642,,FI_002036,kept
2-s2.0-85122828115,,FI_002037,kept
2-s2.0-85137067453,,FI_002038,kept
2-s2.0-85204456157,,FI_002039,kept
2-s2.0-85204031491,,FI_002040,kept
WOS:001320254800001,,FI_002041,kept
2-s2.0-105003291148,,FI_002042,kept
WOS:001379571300001,,FI_002043,kept
2-s2.0-105017571605,,FI_002044,kept
2-s2.0-105020815106,,FI_002045,kept
2-s2.0-105023712477,,FI_002046,kept
2-s2.0-84922484145,,FI_002047,kept
2-s2.0-85143403956,,FI_002048,kept
2-s2.0-84962367386,,FI_002049,kept
2-s2.0-85079393094,,FI_002050,kept
2-s2.0-84922684707,,FI_002051,kept
2-s2.0-84947261743,,FI_002052,kept
2-s2.0-84955102813,,FI_002053,kept
2-s2.0-105012550138,,FI_002054,kept
2-s2.0-86000514507,,FI_002055,kept
2-s2.0-105015988561,,FI_002056,kept
WOS:000319651600004,,FI_002057,kept
2-s2.0-85162162784,,FI_002058,kept
2-s2.0-85182184453,,FI_002059,kept
2-s2.0-77956721071,,FI_002060,kept
WOS:000382332500005,,FI_002061,kept
2-s2.0-85127605054,,FI_002062,kept
2-s2.0-105004728472,,FI_002063,kept
2-s2.0-105025475284,,FI_002064,kept
2-s2.0-84860169761,,FI_002065,kept
2-s2.0-84961209707,,FI_002066,kept
2-s2.0-85047943902,,FI_002067,kept
2-s2.0-85099742288,,FI_002068,kept
2-s2.0-84887581575,,FI_002069,kept
2-s2.0-84941943086,,FI_002070,kept
2-s2.0-85018948886,,FI_002071,kept
2-s2.0-85097940608,,FI_002072,kept
2-s2.0-84901068323,,FI_002073,kept
WOS:000559296100002,,FI_002074,kept
2-s2.0-85121391109,,FI_002075,kept
2-s2.0-85067361966,,FI_002076,kept
2-s2.0-84962493432,,FI_002077,kept
2-s2.0-84978100507,,FI_002078,kept
2-s2.0-85017438602,,FI_002079,kept
WOS:000404255500010,,FI_002080,kept
2-s2.0-105001989821,,FI_002081,kept
2-s2.0-85207929877,,FI_002082,kept
2-s2.0-85093854488,,FI_002083,kept
2-s2.0-85061441504,,FI_002084,kept
2-s2.0-85090192833,,FI_002085,kept
2-s2.0-57549110988,,FI_002086,kept
2-s2.0-84897077291,,FI_002087,kept
2-s2.0-85019587231,,FI_002088,kept
2-s2.0-85041014553,,FI_002089,kept
2-s2.0-85059904457,,FI_002090,kept
2-s2.0-85074010161,,FI_002091,kept
2-s2.0-85083653138,,FI_002092,kept
WOS:000519142300001,,FI_002093,kept
2-s2.0-85083639314,,FI_002094,kept
2-s2.0-85091074715,,FI_002095,kept
2-s2.0-85096539797,,FI_002096,kept
2-s2.0-85146821832,,FI_002097,kept
2-s2.0-85134180797,,FI_002098,kept
2-s2.0-85158905645,,FI_002099,kept
2-s2.0-105004053327,,FI_002100,kept
2-s2.0-105004014009,,FI_002101,kept
2-s2.0-85203670408,,FI_002102,kept
2-s2.0-105002161610,,FI_002103,kept
2-s2.0-85147010262,,FI_002104,kept
2-s2.0-85176920692,,FI_002105,kept
2-s2.0-85218228786,,FI_002106,kept
2-s2.0-85185289370,,FI_002107,kept
2-s2.0-85151401455,,FI_002108,kept
2-s2.0-85121433574,,FI_002109,kept
2-s2.0-84887195001,,FI_002110,kept
WOS:000693068000001,,FI_002111,kept
2-s2.0-85144011322,,FI_002112,kept
2-s2.0-85095806188,,FI_002113,kept
2-s2.0-85020138462,,FI_002114,kept
2-s2.0-79959282417,,FI_002115,kept
2-s2.0-79959248819,,FI_002116,kept
2-s2.0-85041137279,,FI_002117,kept
2-s2.0-85041111464,,FI_002118,kept
2-s2.0-105003864518,,FI_002119,kept
WOS:000860047600001,,FI_002120,kept
2-s2.0-85050371983,,FI_002121,kept
2-s2.0-85051952881,,FI_002122,kept
2-s2.0-85104319161,,FI_002123,kept
2-s2.0-85104704499,,FI_002124,kept
2-s2.0-85118186842,,FI_002125,kept
2-s2.0-85149849241,,FI_002126,kept
2-s2.0-85164484747,,FI_002127,kept
2-s2.0-85175695588,,FI_002128,kept
2-s2.0-0036958951,,FI_002129,kept
2-s2.0-85160698458,,FI_002130,kept
2-s2.0-105021992870,,FI_002131,kept
2-s2.0-85063754089,,FI_002132,kept
2-s2.0-85063752841,,FI_002133,kept
2-s2.0-85047449941,,FI_002134,kept
2-s2.0-85078471678,,FI_002135,kept
WOS:000714788100001,,FI_002136,kept
2-s2.0-105009941138,,FI_002137,kept
2-s2.0-105021540541,,FI_002138,kept
2-s2.0-84910624923,,FI_002139,kept
2-s2.0-85013127057,,FI_002140,kept
2-s2.0-85081221006,,FI_002141,kept
2-s2.0-85112654235,,FI_002142,kept
2-s2.0-85118331009,,FI_002143,kept
2-s2.0-105002267247,,FI_002144,kept
2-s2.0-84945265173,,FI_002145,kept
2-s2.0-85198650119,,FI_002146,kept
2-s2.0-84928164977,,FI_002147,kept
2-s2.0-85193847921,,FI_002148,kept
2-s2.0-38549133830,,FI_002149,kept
WOS:001131621300001,,FI_002150,kept
WOS:001194317300001,,FI_002151,kept
2-s2.0-84930821687,,FI_002152,kept
2-s2.0-85148660581,,FI_002153,kept
2-s2.0-85088237749,,FI_002154,kept
2-s2.0-105001973627,,FI_002155,kept
2-s2.0-85110580901,,FI_002156,kept
2-s2.0-85188459686,,FI_002157,kept
2-s2.0-85200950885,,FI_002158,kept
2-s2.0-105024946781,,FI_002159,kept
2-s2.0-84958112982,,FI_002160,kept
2-s2.0-85127228605,,FI_002161,kept
2-s2.0-85168589343,,FI_002162,kept
2-s2.0-85101153860,,FI_002163,kept
2-s2.0-85107885946,,FI_002164,kept
2-s2.0-85115757833,,FI_002165,kept
2-s2.0-85115769178,,FI_002166,kept
2-s2.0-84943569711,,FI_002167,kept
2-s2.0-85030086795,,FI_002168,kept
2-s2.0-85041191482,,FI_002169,kept
2-s2.0-85074618632,,FI_002170,kept
2-s2.0-85074321046,,FI_002171,kept
2-s2.0-85074343517,,FI_002172,kept
2-s2.0-85074689538,,FI_002173,kept
2-s2.0-85087462201,,FI_002174,kept
2-s2.0-85093520404,,FI_002175,kept
2-s2.0-85105912549,,FI_002176,kept
2-s2.0-85122238374,,FI_002177,kept
2-s2.0-105001038036,,FI_002178,kept
WOS:001609518200001,,FI_002179,kept
WOS:001190997900001,,FI_002180,kept
2-s2.0-84921924325,,FI_002181,kept
WOS:000540077700001,,FI_002182,kept
2-s2.0-105001841570,,FI_002183,kept
2-s2.0-85205483634,,FI_002184,kept
2-s2.0-85066820476,,FI_002185,kept
2-s2.0-85067698589,,FI_002186,kept
2-s2.0-85068104326,,FI_002187,kept
WOS:000481136700001,,FI_002188,kept
2-s2.0-85086779796,,FI_002189,kept
2-s2.0-85087752560,,FI_002190,kept
2-s2.0-85110528246,,FI_002191,kept
2-s2.0-85121813230,,FI_002192,kept
WOS:000810443100001,,FI_002193,kept
2-s2.0-85163032588,,FI_002194,kept
2-s2.0-85132808231,,FI_002195,kept
2-s2.0-105000303952,,FI_002196,kept
2-s2.0-85126469779,,FI_002197,kept
2-s2.0-84904261171,,FI_002198,kept
2-s2.0-84930045650,,FI_002199,kept
2-s2.0-105009506441,,FI_002200,kept
2-s2.0-105009738070,,FI_002201,kept
2-s2.0-85010045901,,FI_002202,kept
2-s2.0-84988433409,,FI_002203,kept
2-s2.0-85079804178,,FI_002204,kept
2-s2.0-85018357914,,FI_002205,kept
2-s2.0-85075154331,,FI_002206,kept
2-s2.0-85115873102,,FI_002207,kept
WOS:001217022800001,,FI_002208,kept
2-s2.0-65749143764,,FI_002209,kept
2-s2.0-84995977449,,FI_002210,kept
2-s2.0-84995878828,,FI_002211,kept
2-s2.0-85141375928,,FI_002212,kept
2-s2.0-85099890981,,FI_002213,kept
2-s2.0-77954728816,,FI_002214,kept
2-s2.0-84880466568,,FI_002215,kept
2-s2.0-85089861778,,FI_002216,kept
WOS:000725951900001,,FI_002217,kept
2-s2.0-85182426579,,FI_002218,kept
2-s2.0-85201636048,,FI_002219,kept
2-s2.0-85201630191,,FI_002220,kept
2-s2.0-85209683954,,FI_002221,kept
2-s2.0-105019378581,,FI_002222,kept
2-s2.0-85042874915,,FI_002223,kept
WOS:001457245500001,,FI_002224,kept
2-s2.0-85109985691,,FI_002225,kept
2-s2.0-105023657223,,FI_002226,kept
2-s2.0-85084499757,,FI_002227,kept
2-s2.0-85084380284,,FI_002228,kept
2-s2.0-85089776522,,FI_002229,kept
2-s2.0-85091171093,,FI_002230,kept
2-s2.0-85090457609,,FI_002231,kept
2-s2.0-85117235104,,FI_002232,kept
2-s2.0-85121378661,,FI_002233,kept
2-s2.0-85133907342,,FI_002234,kept
2-s2.0-85134485597,,FI_002235,kept
2-s2.0-85141958258,,FI_002236,kept
2-s2.0-85150623738,,FI_002237,kept
2-s2.0-85163017678,,FI_002238,kept
2-s2.0-85062474406,,FI_002239,kept
2-s2.0-85011851552,,FI_002240,kept
2-s2.0-85028573092,,FI_002241,kept
2-s2.0-85057523034,,FI_002242,kept
2-s2.0-85064651214,,FI_002243,kept
2-s2.0-85065178920,,FI_002244,kept
2-s2.0-85089489074,,FI_002245,kept
2-s2.0-85097164900,,FI_002246,kept
2-s2.0-85111818416,,FI_002247,kept
2-s2.0-85122860873,,FI_002248,kept
2-s2.0-85131535135,,FI_002249,kept
2-s2.0-85141365148,,FI_002250,kept
2-s2.0-85146479966,,FI_002251,kept
2-s2.0-105001995824,,FI_002252,kept
2-s2.0-105002595459,,FI_002253,kept
