node,publications,degree
"Ashraf, A.",1,0
"Lyons, E.",1,0
"Islam, A.",3,0
"Pakrashi, D.",1,0
"Tommasi, D.",1,0
"El-Gamal, M.",1,0
"El-Komi, M.",1,0
"Osman, A.",2,0
"Brown, M.",2,0
"Henchoz, C.",1,0
"Spycher, T.",1,0
Liu,3,0
"Niu, G.",1,0
"Cameron, A.",1,0
"Oak, M.",1,0
"Shan, Y.",1,0
"Lee, J.N.",1,0
"Ravindran, S.",1,0
Messacar,1,0
"Blanco, L.R.",1,0
"Hernandez, I.",1,0
"Thames, A.D.",1,0
"Goda, G.S.",1,0
"Levy, M.R.",1,0
"Manchester, C.",1,0
"Sojourner, A.",1,0
"Tasoff, J.",1,0
"Xiao, J.",7,0
"Frisancho, V.",1,0
"Herrera, A.",1,0
"Bu, Z.",1,0
"Li, S.",4,0
Zuchowski,1,0
"Correia, F",1,0
"Martins, A",1,0
"Waikel, A",1,0
"Skimmyhorn, W.",1,0
"Valdes, O.",1,0
"Hayashi, F.",1,0
"Routh, A.",2,0
"Toh, Y.L.",1,0
"Shy, O.",1,0
"Verma, R.",3,0
"Chatterjee, D.",1,0
Muse,2,0
Aguele,1,0
"Özbay, F.",1,0
"Tekin, B.",1,0
"Abbas, N.",1,0
"Harvey, M.",3,0
"Cao, H.H.",1,1
"Yeung, B.",1,1
"Qin, X.",2,1
"Li, R.Y.",1,0
"Brown, J.R.",1,0
"Cookson, J.A.",1,0
"Heimer, R.Z.",1,0
"Erel, I.",1,0
"Liebersohn, J.",1,0
"Mylonidis, N.",1,0
"Chletsos, M.",1,0
"Barbagianni, V.",1,0
"Jiang, Y.",8,1
"Liu, F.H.",1,0
"Delis, M.",1,0
"Galariotis, E.",1,0
"Iosifidi, M.",1,0
"Monne, J.",1,0
"Canlas, D.B.",1,0
"Ravalo, J.N.E.",1,0
"Remolona, E.M.",1,0
Ibrahim,2,0
"Jones, K.",1,0
"Gong, E.",1,0
"Umukoro, I.",2,2
"Tang, K.",1,0
"Cai, X.",2,0
"Allen, F.",4,7
"Gu, X.",3,2
"Jagtiani, J.",2,2
"De Jong, A.",1,0
"Shahriar, A.Z.",2,0
"Shazia, F.",1,0
"Niţoi, M.",1,0
"Pochea, M.-M.",1,0
"Soi, D.",1,0
"Sanna, A.",1,0
"Maiorca, D.",1,0
"Giacinto, G.",1,0
B.J.,2,0
"De Schryder, S.",1,0
"Koutounidis, N.",1,0
"Schoors, K.",1,0
"Weytjens, J.",1,0
"Kim, B.",1,0
"Wisniewski, J.",1,0
"Baker, T.",1,0
"Oyinlola, M.",1,0
"Lewis, A.",1,0
"Balasubramnian, B.",2,1
"Sargent, C.S.",2,1
"Rooney, G.",1,0
"Rafiuddin, A.",1,0
"Tellez Gaytan, J.C.T.",2,1
"Mohnot, R.",1,0
"Sisodia, G.S.",1,0
"Ahmed, G.",2,1
"Niankara, I.",4,1
"Traoret, R.I.",3,1
"Igamo, A.M.",1,0
"Rachmat, R.A.",1,0
"Siregar, M.I.",1,0
"Gariba, M.I.",1,0
"Cherono, V.",1,0
"Wahyuni, A.S.",2,1
"Setiawan, B.",6,4
"Abdulai, M.G.",1,0
"Pandey, A.",4,3
"Kiran, R.",3,2
"Sharma, R.K.",3,2
"Jaganath, D.",1,0
"Johnson, K.",1,0
"Tschudy, M.M.",1,0
"Topel, K.",1,0
"Stackhouse, B.",1,0
"Solomon, B.S.",1,0
"George, M.J.",1,0
"Jensen, M.R.",1,0
"Russell, M.A.",1,0
"Gassman-Pines, A.",1,0
"Copeland, W.E.",1,0
"Hoyle, R.H.",1,0
"Odgers, C.L.",1,0
"Casillas-Olvera, G.",1,0
"Bessler, D.A.",1,0
Shastri,1,0
"Mishra, Ak",1,0
"Bhardwaj, V",1,0
"Bettoni, L.",1,0
"Dos Santos, M.",1,0
"Filho, G.O.",1,0
"Zennati, O.",1,0
"Nechba, Z.B.",1,0
"Chtouki, Z.",1,0
"Rajeev, M.",4,2
"Tripathi, S.",2,1
"Owusu-Agyemang, S.",1,0
"Simons, R.A.",2,2
"Henning, M.",2,2
"Conrad, K.",2,2
"Kala-Kamdjoug, J.R.",3,1
"Wamba-Taguimdje, S.-L.",2,1
"Kake, I.B.",1,0
Mukherjee,1,0
Huang,3,0
S.Y.B.,1,0
"El Aissoug, C.",1,0
"Kim, T.Y.",1,0
"Elbayoumy, O.",1,0
"Ding, X.-H.",1,0
"Patil, S.",2,0
"Kokate, K.",1,0
"Chmelíková, G.",2,0
"Redlichová, R.",1,0
"Van Klyton, A.",2,1
"Tavera-Mesías, J.F.",2,1
"Castaño-Muñoz, W.",1,0
"Okamoto, I.",1,0
"Lwin, H.Y.",1,0
"Fujita, K.",1,0
Ky,1,0
"Soner, C.",1,0
"Alsakka, R.",1,0
"Mantovan, N.",1,0
"Deiss, J",1,0
"Al-Mamary, Y.H.",1,0
"Alshallaqi, M.",1,0
"Drori, I",1,0
"Santacreu-Vasut, E",1,0
"Shoham, A",1,0
"Urquía-Grande, E",1,0
"Cano-Montero, Ei",1,0
"Pérez-Estébanez, R",1,0
"Chamizo-González, J",1,0
"Popkova, E.G.",1,0
"Sergi, B.S.",1,0
Starfinger,1,0
"Morales-Resendiz, R.",1,0
"Ponce, J.",1,0
"Picardo, P.",1,0
"Velasco, A.",1,0
"Sanz, L.",1,0
"Guiborg, G.",1,0
"Segendorff, B.",1,0
"Vasquez, J.L.",1,0
"Arroyo, J.",1,0
"Aguirre, I.",1,0
"Haynes, N.",1,0
"Panton, N.",1,0
"Griffiths, M.",1,0
"Pieterz, C.",1,0
"Hodge, A.",1,0
"Aráuz, A.",1,0
"Garratt, R.",1,0
"Ramos F., D.F.",1,0
Sarmiento,1,0
"C, V.A.",1,0
"Kamin, S.",1,0
"Zampolli, F.",1,0
"Rishmawi, J.",1,0
"Rojas, C.",2,0
"Pomeroy, R.",1,0
"Arango, C.",1,0
"Lomboy, C.G.",1,0
"Box, S.",1,0
"Shanafelt, T.D.",1,0
"Lightner, D.J.",1,0
"Conley, C.R.",1,0
"Petrou, S.P.",1,0
"Richardson, J.W.",1,0
"Schroeder, P.J.",1,0
"Brown, W.A.",1,0
"Ginindza, M.",1,0
"Maasoumi, E.",1,0
"Gao, M.",1,0
"Guo, Q.",1,0
"Foguesatto, C.R.",1,0
"Righi, M.B.",1,0
"Müller, F.M.",1,0
"Izadi, B.",1,0
"Moradi, Z.",1,0
Gerrans,1,0
"Wang, B",1,0
"Yu, Yj",1,0
"Yang, Zy",1,0
"Zhang, Xm",1,0
"Mao, F.",1,0
"Zhu, M.",1,0
"Xie, X.",1,0
"Li, Yj",1,0
"Jing, P.",1,0
"Wang, M.",3,0
"Shukla, A",1,0
"Peranginangin, Y",1,0
"Jacob, Rt",2,1
"Sensarma, R",2,1
"Andrievskaya, I.",1,0
"Semenova, M.",1,0
Gignac,1,0
G.E.,1,0
"Brannon, D.C.",1,0
"Manshad, M.S.",1,0
"Wyeth, R.",1,0
"Ilnicki, D.",1,0
"Janc, K.",1,0
Ormerod,1,0
"Burnes, D.",1,0
"Deliema, M.",3,0
"Langton, L.",1,0
"Bedi, P.",2,0
"Gole, P.",1,0
"Dhiman, S.",1,0
"Gupta, N.",3,0
"Maison, D.",1,0
"Adamczyk, D.",1,0
"Shen, Y.",7,5
"Hu, W.",4,2
"Pant, P.",1,0
"Rajawat, A.S.",1,0
"Goyal, S.B.",2,0
"Verma, C.",1,0
"Raboaca, M.S.",1,0
"Enescu, F.M.",1,0
"Ashoer, M.",1,0
"Jebarajakirthy, C.",1,0
"Lim, X.-J.",1,0
"Mas'Ud, M.",1,0
"Sahabuddin, Z.A.",1,0
"Omeragić, N.",1,0
"Zaimovic, A.",3,5
"Zaimović, T.",3,5
"Vujovic, A.N.",1,0
"Jonathan, G.M.",1,0
"Hacks, S.",1,0
"Yan, Y.",1,0
"Zhang, M.",1,0
"Strzelecka, A.",1,0
"Ardan, R.",1,0
"Szafraniec-Siluta, E.",1,0
"Zawadzka, D.",1,0
"Czechowska, I.D.",1,0
"Paduszyńska, M.",1,0
"Pan, H.",1,0
"Tsai, F.",1,0
"Black, A.C.",2,2
"Mcmahon, T.J.",2,2
"Rosenheck, R.A.",1,0
"Ball, S.A.",1,0
"Ries, R.K.",1,0
"Ames, D.",1,0
"Rosen, M.I.",2,2
"Lam, P.H.",1,0
"Chiang, J.J.",1,0
"Chen, E.",1,0
"Miller, G.E.",1,0
"O'Meara, W.P.",1,0
"Karuru, S.",1,0
"Fazen, L.E.",1,0
"Koech, J.",1,0
"Kizito, B.",1,0
"Tarus, C.",1,0
"Menya, D.",1,0
"Elbers, M.",1,0
"Rowlands, J.",1,0
"Boo, M.",1,0
"Cameron, I.",1,0
"Stanley, D.",1,0
"Bhattacharya, R.",2,0
"Mirman, L.J.",1,0
"Santugini, M.",1,0
Morsy,1,0
"Tram, T.X.H.",1,0
"Lai, T.D.",1,0
"Nguyen, T.T.H.",2,0
"Chikonda, M.C.",1,0
"Chortareas, G.",1,0
Zhang,4,0
"Kostov, P",1,0
"Annim, S",1,0
"Kostov, P.",3,2
"Arun, T.",4,2
"Annim, S.",3,2
"Le, S.T.",1,0
"Mao, N.H.",1,0
"Kristiansen, P.",1,0
"Coleman, M.",1,0
"Aarakit, S.M.",1,0
"Ntayi, J.M.",14,5
"Wasswa, F.",1,0
"Buyinza, F.",1,0
"Adaramola, M.S.",1,0
"Ssennono, V.F.",1,0
"Wei, C.",1,0
"Wei, D.",1,0
"Ahmad, F.",1,0
"Chandio, A.A.",3,0
"Khan, I.",5,2
"Zaidi, S.A.H.",1,0
"Hussain, M.",4,3
"Zaman, Q.",1,0
"Ofori, I.K.",1,0
"Gbolonyo, E.Y.",1,0
"Dossou, T.A.M.",1,0
"Nkrumah, R.K.",1,0
"Alemu, M",1,0
"Jayamohan, Mk",1,0
"Mulugeta, W",1,0
Arebo,1,0
"Duan, Y.",2,0
"Dou, J.",1,0
"Ma, Q.",1,0
"Aslam, M.",2,0
"Ali, N.",1,0
"Alamri, A.M.",1,0
"Shao, J.",1,0
"Wu, D.",2,0
"Jin, C.",1,0
"Guan, L.",1,0
"Gan, Y.",1,0
"Xue, P.",2,0
"Lashitew, A.A.",2,1
"Van Tulder, R.",2,1
"Liasse, Y.",1,0
"Rao, H.",3,2
"Toxopeus, H.",1,0
"Cai, W.",1,0
"Huisman, R.",1,0
"Raksmey, U.",1,0
"Lin, C.-Y.",1,0
"Kakinaka, M.",2,0
"García-Abajo, E.",1,0
"Murshed, M.",1,0
"Ahmed, R.",1,0
"Al-Tal, R.M.",1,0
"Kumpamool, C.",1,0
"Vetchagool, W.",1,0
"Alvarado, R.",1,0
"Pandey, D.K.",1,0
"El Ammari, A.",1,0
"Ferilli, G.B.",1,0
"Palmieri, E.",1,0
"Miani, S.",1,0
"Stefanelli, V.",2,0
"Cama, Fr",1,0
"Emara, N",3,0
"Trabelsi, M",1,0
"Aristei, D.",1,0
"Manuela Gallo, M.",1,0
"Vannoni, V.",1,0
"Phan, C.",1,0
"Filomeni, S.",1,0
"Kok, S.K.",1,0
"Huang, S.",2,0
"Shu, Z.",1,0
"Sha'Ban, M.",2,0
"Ayadi, R.",2,0
"Forouheshfar, Y.",1,0
"Challita, S.",1,0
"Sandri, S.",1,0
"Hornuf, L.",1,0
"Safari, K.",1,0
"Voshaar, J.",1,0
"Zhou, N",1,0
"Sun, Rh",1,0
"Li, Y",2,0
"Zhang, Ly",1,0
"Birigozzi, A.",1,0
"De Silva, C.",1,0
"Luitel, P.",1,0
"Koranteng, B",1,0
"You, Kf",1,0
"Tian, Y.",5,0
"Wu, W.",3,0
"Trotta, A",1,0
"Gallucci, C",1,0
"Rania, F",1,0
"Strano, E",1,0
"Tipaldi, R",1,0
Damasa,1,0
A.D.,1,0
"Kumari, S.P.",1,0
"Ali, A.B.M.",1,0
"Mohanty, M.",1,0
"Dash, B.B.",1,0
"Rafiq, M.",1,0
"Mohanty, S.N.",1,0
"Shernazarov, I.",1,0
"Othman, N.A.",1,0
"Batool, N.",1,0
Abokyi,1,0
"Mukalayi, N.M.",1,0
"Inglesi-Lotz, R.",1,0
"Gupte, R",1,0
"Venkataramani, B",2,0
"Gupta, D",1,0
Nashihin,1,0
Anand,1,0
Atta-Ankomah,1,0
"Tabash, Mi",1,0
"Ezekiel, O",1,0
"Ahmed, A",2,0
"Oladiran, A",1,0
"Elsantil, Y",1,0
"Lawal, Ai",1,0
Badre,1,0
"Effah, E.",1,0
"Gyamfi, S.",1,0
"Diawuo, F.A.",1,0
"Asuamah, E.Y.",1,0
"Álvarez-Gamboa, J.",2,2
"Cabrera-Barona, P.",2,2
"Jácome-Estrella, H.",2,2
"Kamau, J.N.",1,0
"Mathuva, D.M.",1,0
"Ndiritu, S.W.",1,0
Kelly,1,0
"Afandi, W.",1,0
"Al-Amin, A.Q.",1,0
"Sarkar, M.S.K.",1,0
"Rahman, M.T.",2,0
"Graham, C.",1,0
"Nikolova, M.",1,0
"Proestakis, A.",1,0
"Marandola, G.",1,0
"Lourenço, J.S.",1,0
"Van Bavel, R.",1,0
"Gotsadze, G.",2,0
"Zoidze, A.",1,0
"Vasadze, O.",1,0
"Geissler, K.H.",1,0
"Leatherman, S.",2,0
"Boen, C.",1,0
"Yang, Y.C.",1,0
"Koduah, A.",1,0
"Agyepong, I.A.",1,0
"Van Dijk, H.",1,0
"Raj, A.",4,5
"Silverman, J.G.",2,1
"Klugman, J.",2,1
"Niranjan, N.",1,0
"Donta, B.",1,0
"Shakya, H.B.",1,0
"Ibrahim, F.",2,5
"Biosca, O.",3,5
"Laxton, T.",2,5
"Yount, K.M.",1,0
"Cheong, Y.F.",1,0
"Khan, Z.",3,0
"Miedema, S.S.",1,0
"Naved, R.T.",1,0
"Lei, L.",1,0
"Desai, S.",3,0
"D’Albis, H.",1,0
"El Mekkaoui De Freitas, N.",1,0
"Legendre, B.",1,0
"Dace, E.",1,0
"Cascavilla, A.",1,0
"Chioatto, E.",1,0
"Zecca, E.",1,0
"Ladu, L.",1,0
"Yılan, G.",1,0
"Singh, S.K.",1,0
"Yadav, G.",1,0
"Srivastava, S.",2,0
"Maharana, B.",1,0
Osuma,1,0
"Chandel, D.S.",1,0
"Jin, T.",1,0
"Zhao, W.",1,0
"Tadesse, A.",2,2
"Li, K.",2,0
"Mcdougal, L.",3,3
"Atmavilas, Y.",1,0
"Dehingia, N.",2,2
"Ajefu, J.B.",3,0
"Demir, A.",2,0
"Haghpanahan, H.",1,0
"Gopalakrishnan, L.",1,0
"Mulauzi, N.",1,0
"Mkandawire, J.",1,0
"Tebbetts, S.",1,0
"Conroy, A.A.",1,0
"Barranco, R.E.",1,0
"Shihadeh, E.S.",1,0
Kpognon,1,0
Kd,1,0
"Massil, Jk",1,0
"Tadadjeu, S",1,0
"Yogo, Ut",1,0
Sönne,1,0
"Wellalage, Nh",1,0
"Hunjra, Ai",1,0
"Manita, R",1,0
"Locke, Sm",1,0
"Bukari, C.",2,1
"Agyemang-Mintah, P.",2,1
"Nting, R.T.",1,0
"Adeabah, D",2,1
"Asongu, S",8,1
"Andoh, C",2,1
"Qian, Q.",1,0
"Jing, F.",1,0
"Molla, A.",2,0
"Biru, A.",1,0
"Coffie, C.P.K.",5,2
"Zhao, Z.",1,0
"Shaikh, A.A.",3,0
"Karjaluoto, H.",1,0
"Djahini-Afawoubo, Dm",1,0
"Couchoro, Mk",1,0
"Atchi, Fk",1,0
"Bangaké, C.",2,0
"Ndoya, H.",1,0
"Parlasca, M.",2,2
"Song, Y.",2,2
"Gong, Y.",1,1
"Sinha, N.",1,0
"Paul, J.",1,0
"Nidhi, N.",1,0
"Luther Osabutey, E.L.C.",4,2
"Jackson, T.",2,1
"Hoque, M.M.",1,0
"Kummer, T.-F.",1,0
"Yigitbasioglu, O.",1,0
"Khalid, F.",1,0
"Irfan, M.",4,1
"Srivastava, M.",1,0
"Tigges, M.",1,0
"Mestwerdt, S.",1,0
"Tschirner, S.",1,0
"Mauer, R.",1,0
"Savelli, I.",1,0
"Hepburn, C.",1,0
"Morstyn, T.",1,0
"Lyu, W.",1,0
"Osakwe, C.N.",2,0
"Ogunmokun, O.A.",1,0
"Elgammal, I.",1,0
"Kwarteng, M.A.",1,0
"Senyo, P.K.",3,1
"Karakara, A.A.",1,0
"Osabuohien, E.S.",1,0
"Bruneau, C.",1,0
"Aziz, A.",1,0
"Naima, U.",1,0
"Biekpe, N.",2,2
"Cassimon, D.",3,2
"Fareed, Z.",1,0
"Rehman, M.A.",1,0
"Adebayo, T.S.",1,0
"Shahzad, F.",1,0
"Zang, D.G.",2,0
"Ngoungou, Y.E.",2,2
"Ressel, J.",1,0
"Völler, M.",1,0
"Murphy, F.",1,0
"Mullins, M.",1,0
"Zhu, D.",1,0
"Nazar, R.",1,0
"Mirza, A.",2,0
Ante,1,0
Seck-Sarr,1,0
S.F.,2,0
"Bisht, S.",1,0
Suárez,1,0
"N'Dri, L.M.",1,0
"Hasbi, M.",1,0
"Dubus, A.",1,0
"Ky, S.S.",2,1
"Rugemintwari, C.",3,2
"Sauviat, A.",2,1
"Fouillet, C.",1,0
"Servet, J.-M.",5,3
"Emara, N.",1,0
"Naito, H.",1,0
"Yamamoto, S.",1,0
"Mousseuknadji Kouladoum, J.-C.",1,0
"Nchofoung, T.N.",2,1
"Atangana Ondoa, H.",1,0
"Ambombo Bella, G.L.",1,0
"Mbenga Bindop, K.M.",1,0
"Ning, Z.",1,0
"Shu, Y.",1,0
"Kamah, M.-K.J.",1,0
"Riti, J.S.",1,0
"Djafon, J.K.",1,0
"Dandonougbo, Y.",1,0
"Akakpo, A.",1,0
"Agbodji, A.E.",1,0
"Shao, K.",1,0
"Ma, R.",1,0
"Kamber, J.",1,0
"Massacky, F.",1,0
Kshetri,5,1
"Faton, Cy",1,0
"Monwanou, Di",1,0
"Persaud, A.",1,0
"Thaffe, W.",1,0
"Yan, X.",2,0
"Zhao, X.",5,1
"Han, Y.",1,0
"Van Hentenryck, P.V.",1,0
"Dillahunt, T.",1,0
"Poeske, A.",1,0
"Trier, M.",1,0
"Mayo, F.L.",1,0
"Maglasang, R.S.",1,0
"Moridpour, S.",1,0
"Taboada, E.B.",1,0
"Taamneh, M.M.",1,0
"Makahleh, H.Y.",1,0
Abdrabo,1,0
M.A.-K.,1,0
Tagat,1,0
"Mukendi, S.",1,0
"Manda, S.",1,0
"Ayanwale, A.",1,0
"Kehinde, A.D.",1,0
"Badjeena, B.P.",1,0
"Ali, E.",1,0
"Wonyra, K.O.",1,0
"Tamou, K.",1,0
"Pattillo, C.A.",1,0
"Wagh, S.",1,0
"Paxton, J.",1,0
"Young, L.",1,0
"Menkhoff, L.",4,0
"Rungruxsirivorn, O.",1,0
"Sagamba, M.",1,0
"Shchetinin, O.",1,0
"Yusupov, N.",2,0
"De Koker, L.",2,0
"Jentzsch, N.",1,0
"Beck, T.",3,0
"Demirgüç-Kunt, A.",4,2
"Singer, D.",5,3
"Anzoategui, D.",1,0
"Martínez Pería, M.S.",1,0
Swamy,1,0
"Kosse, A.",3,0
"Vermeulen, R.",1,0
"Munyegera, G.K.",2,1
"Matsumoto, T.",3,1
"Kersten, R.",1,0
"Harms, J.",1,0
"Liket, K.",1,0
"Maas, K.",1,0
"Le Polain, M.",1,0
"Sterck, O.",1,0
"Nyssens, M.",1,0
"Steinert, J.I.",1,0
"Zenker, J.",1,0
"Filipiak, U.",1,0
"Movsisyan, A.",1,0
"Cluver, L.D.",1,0
"Shenderovich, Y.",1,0
"Heitmann, S.",2,2
"Grohmann, A.",1,0
"Klühs, T.",1,0
Tyce,1,0
"Adegbite, O.O.",2,1
"Machethe, C.L.",2,1
Fu,2,0
"Garcia, A.",1,0
"Voors, M.",1,0
"Nakano, Y.",1,0
"Magezi, E.F.",1,0
"Reboul, E.",1,0
"Nordman, C.J.",1,0
"Ahmed, H.",2,0
"Cowan, B.",1,0
"Chamboko, R.",3,1
"Reitzug, F.",1,0
"Westhuizen, M.V.D.",1,0
Qiu,1,0
C.M.,4,0
Apeti,1,0
A.E.,1,0
"Villalba, R.",1,0
"Venus, T.E.",1,0
"Sauer, J.",1,0
"Kpodar, K.",1,0
"Imam, P.",1,0
"Lorain, M.-A.",1,0
"Barreal-Pernas, J.B.",1,0
"Jannes, G.",1,0
"Urquía-Grande, E.U.",1,0
"Sánchez, P.L.",1,0
"Nsengumuremyi, A.",1,0
"Adu, Dt",1,0
"Hartarska, V",1,0
"Hyland, M.",1,0
"Emanuel-Correia, R.",1,0
"Abdul Rahman, S.",1,0
"Althalathini, D.",1,0
"Gichuki, C.N.",2,0
"Mulu-Mutuku, M.",1,0
"Cabeza-García, L.",1,0
"Del Brío González, E.B.",1,0
"Oscanoa-Victorio, M.L.",1,0
Adeleke,1,0
Marsac,1,0
Wolfenden,1,0
Henderson,2,0
"Ab Manan, Sk",2,0
"Shafiai, Mhb",1,0
"Hughes, J.P.",1,0
"Gómez-Olivé, F.X.",1,0
"Eshleman, S.H.",1,0
"Wagner, R.G.",1,0
"Mabuza, W.",1,0
"Khoza, N.",1,0
"Suchindran, C.",1,0
"Mokoena, I.",1,0
"Twine, R.",1,0
"Andrew, P.",1,0
"Townley, E.",1,0
"Laeyendecker, O.",1,0
"Agyei, Y.",1,0
"Tollman, S.",1,0
Sorell,2,1
"De Lange, T.",1,0
"Guild, E.",1,0
D'Orsi,1,0
"Sadeh, I.",1,0
"Ofir, M.",2,0
"Paterson, J.",1,0
"Miller, T.",1,0
"Lyons, H.",1,0
"Bossone, B.",1,0
Roitman,2,1
"Nance, M.",1,0
"Tsingou, E.",1,0
Jafri,5,1
"Cui, Y.",1,0
"Cervantes Zepeda, M.",1,0
"Moreno, J.F.",1,0
"Nurse, K.",1,0
"Smith, E.",2,0
"Grant, K.",1,0
"Shepherd, A.",1,0
"Tsai, C.-H.",1,0
"Peng, K.-J.",1,0
"Halim, E.H.B.",1,0
"Basu, S.",1,0
Young,2,0
Dolan,1,0
Haufler,1,0
"Brownlee, K.",1,0
"Stemplowska, Z.",1,0
"Elliott, K.",2,0
"Coopamootoo, K.",1,0
"Curran, E.",1,0
"Ezhilchelvan, P.",1,0
"Mitchell Finnigan, S.",1,0
"Horsfall, D.",1,0
"Ma, Z.",1,0
"Ng, M.",1,0
"Spiliotopoulos, T.",1,0
"Van Moorsel, A.",1,0
"Mclaughlin, E.",1,0
"Pecchenino, R.",1,0
"Kaushal, T.",1,0
"Predmore, S.",1,0
"Upadhyaya, R.",1,0
"Weitzberg, K.",1,0
"Bonyo, L.",1,0
"Nyanhete, A.I.",1,0
"Yeates, N.",1,0
"Ramos, D.",1,0
"Solana, J.",1,0
"Greenacre, J.",1,0
Ezechukwu,1,0
N.V.,1,0
Omotubora,1,0
"Dehejia, R",1,0
"Gupta, N",1,0
"Fu, J.",2,0
"Ioannidou, V.",1,0
"Mishra, M.",1,0
Duncombe,1,0
"Johnson, S.",4,0
Lawlor,2,0
Burton,2,1
"Cnaan, R.A.M.A.",1,0
"Scott, M.L.",1,0
"Heist, H.D.",1,0
"Moodithaya, M.S.",1,0
"Chater, N.",1,0
"Loewenstein, G.",1,0
Vause,1,0
"Giebel, C.M.",1,0
"Flanagan, E.",1,0
"Sutcliffe, C.",1,0
"Vahia, V.N.",1,0
"Shah, A.B.",1,0
"Kamble, V.K.",1,0
"Paudel, J.",1,0
"Mishra, A.K.",2,0
"Barnard, C.R.",1,0
"Billing, J.",1,0
"Brotherston, D.",1,0
"Jeffery, T.",1,0
"Mansell, P.",1,0
"Wright, J.",1,0
"Barnard, C.",1,0
"Arkut, B.",1,0
"Duffy, R.",1,0
"Xu, X.",1,0
"Kleve, S.",1,0
"Gallegos, D.",1,0
"Ashby, S.",1,0
"Palermo, C.",1,0
"Mckecknie, R.",1,0
"Appleyard, L.",1,0
"Rowlingson, K.",1,0
"Mackenzie, C.",1,0
"Louth, J.",1,0
"Mitchell, O.S.",5,1
"Barcellos, S.H.",1,0
"Zamarro, G.",1,0
"Angrisani, M.",2,0
"Burke, J.",1,0
"Oggero, N.",1,0
"Zaleta, A.K.",1,0
"Fortune, E.E.",1,0
"Miller, M.F.",1,0
"Yuen, E.Y.N.",1,0
"Mcmanus, S.",1,0
"Hurley, K.",1,0
"Golant, M.",1,0
"Goldberger, S.",1,0
"Shockney, L.D.",1,0
"Buzaglo, J.S.",1,0
Henshaw,1,0
Joshi,2,0
"Beverly, S.G.",2,0
"Mcbride, A.M.",1,0
"Schreiner, M.",2,0
"Gavin, N.I.",1,0
"Adams, E.K.",1,0
"Hartmann, K.E.",1,0
"Benedict, M.B.",1,0
"Chireau, M.",1,0
"O'Neill, S.",1,0
"Ennis, E.",1,0
"Mcfeeters, D.",1,0
"Gallagher, L.",1,0
"Klemeš, V.",1,0
"Klemeš, I.",1,0
"Ceravolo, M.G.",1,0
"Farina, V.",1,0
"Fattobene, L.",1,0
"Leonelli, L.",1,0
"Raggetti, G.",1,0
"Jiménez-Solomon, O.G.",1,0
"Méndez-Bustos, P.",1,0
"Swarbrick, M.",1,0
"Diáz, S.",1,0
"Silva, S.",1,0
"Kelley, M.",1,0
"Duke, S.",1,0
"Lewis-Ferńandez, R.",1,0
"Matz, S.C.",2,1
"Lynch, B.L.",1,0
"Hunt-Felke, T.J.",1,0
"Ratchford, J.L.",1,0
"Schnitker, S.A.",1,0
"Yin, S.",1,0
"Sharif, M.A.",1,0
Jones,2,0
"Iosifidis, G.",1,0
"Charette, Y.",1,0
"Airoldi, E.M.",1,0
"Littera, G.",1,0
"Tassiulas, L.",1,0
"Christakis, N.A.",1,0
"Alikhani, P.",1,0
"Brunner, N.",1,0
"Crépeau, C.",1,0
"Designolle, S.",1,0
"Houlmann, R.",1,0
"Shi, W.",2,0
"Yang, N.",1,0
"Zbinden, H.",1,0
"Carbó, S.",3,1
"Lacomba-Arias, J.A.",1,0
"Lagos-García, F.M.",1,0
"Rodríguez-Fernández, F.",2,1
"Verdejo-Román, J.",1,0
"Razzaq, A.",1,0
"Qin, S.",1,0
"Mahmood, I.",1,0
"Alnafissa, M.",1,0
"Huang, R.",1,0
"Huang, Q.",1,0
"Anwar, N.M.",1,0
"Ahmad, S.S.S.",1,0
"Kausar, N.",1,0
"Stevic, Ž.",1,0
"Gaba, Y.U.",1,0
"Bhatia, M.S.",2,0
"Khetarpaul, S.",1,0
"Beyene, S.A.",3,2
"Garoma, S.",3,2
"Belachew, T.",3,2
"Furey, S.",1,0
"Farley, H.",1,0
"Strugnell, C.",1,0
Shadbolt,1,0
"Su, H.",1,0
"Duan, L.",1,0
"Khan, N.",3,0
"Sano, A.",1,0
"Pan, C.-L.",2,0
"Lin, M.",1,0
"Cai, Z.",2,0
"Wu, X.",3,1
"Sun, M.",2,0
"Xu, J.",3,0
"Tang, H.",1,0
"Zu, Z.",1,0
"Meng, L.",1,0
"Du, C.",1,0
"Mouzoun, Z.",1,0
"Ammi, A.",1,0
"Merroun, M.A.",1,0
"Hamiche, M.",1,0
"Kumar Sharma, B.K.",2,1
"Gautam, U.",1,0
"Parihar, A.S.",1,0
"Siddiqui, Z.",1,0
"Fitriyanti, F.",1,0
"Setiorini, K.R.",1,0
"Hueng, C.J.",3,2
"Li, Q",1,0
"Xi, Jy",1,0
"Zheng, Y",1,0
Al Rahahleh,2,0
Gusev,1,0
"Rouse, M.",2,0
"Verhoef, G.",2,0
"Roesch, M.",2,2
"Kislat, C.",1,0
Jacob,1,0
"Johnson, M.A.",1,0
"Lamdin, D.J.",1,0
"Bhaskar, T.",1,0
"Subramanian, G.",1,0
"Sunikka, A.",1,0
"Bragge, J.",1,0
"Kallio, H.",1,0
"Brimble, M.",3,1
"Blue, L.",2,1
"Bendig, M.",1,0
"Ketkar, S.P.",2,2
"Shankar, R.",2,2
