node,publications,degree
"Girolami, E.D.",1,0
"Shames, S.",1,0
"Primo, L.G.",1,0
"Gitz, V.",1,0
"Scherr, S.J.",1,0
"Meybeck, A.",1,0
"Brady, M.",1,0
"Qu, F.",1,0
"Zeng, F.",1,0
"Donath, L.E.",1,0
"Mircea, G.",1,0
"Neamţu, M.",1,0
"Noja, G.G.",1,0
"Sîrghi, N.",1,0
"Kadravello, A.",1,0
"Tan, S.-B.",1,0
"Ho, G.-F.",1,0
"Yip, C.-H.",1,0
"Alsulami, F.",1,0
"Mao, Z.",1,0
"Pienaah, C.K.A.",1,0
"Luginaah, I.",1,0
"Yu, B.",1,0
"Panait, M.C.",2,1
"Apostu, S.A.",1,0
"Gigauri, I.",1,0
"Confetto, M.G.",1,0
"Galindo-Manrique, A.F.",2,0
"Rojas Vargas, N.P.",1,0
"Cangombe, E.L.",1,0
"Almeida, L.G.",1,0
"Bawalle, A.A.",1,0
"Amarsanaa, J.",1,0
"Nguyen, T.X.T.",1,0
"Kuramoto, Y.",1,0
"Deng, L.",1,0
"Alhothaily, A.",1,0
"Alrawais, A.",1,0
"Song, T.",1,0
"Lin, B.",1,0
"Yang, B.",3,0
"Tolba, A.",1,0
"Suroso, A.I.",1,0
Suhendi,1,0
"Sari, L.K.",1,0
"Ibrahim, I.",1,0
Bentancor,1,0
Dotsey,1,0
Istaiteyeh,1,0
"Hidalgo-Mayorga, M.D.L.Á.",1,0
"Puente-Riofrio, M.I.",1,0
"Pérez-Salas, F.P.",1,0
"Guerrero Arrieta, K.G.",1,0
"López-Naranjo, A.L.",1,0
"Tsai, S.-B.",1,0
"Zhai, Y.",1,0
"Chu, C.-C.",1,0
"Chang, L.-C.",1,0
"Hsu, C.-F.",1,0
"Shan, M.",1,0
"Xiao, Y.",1,0
"Darko, A.",1,0
Van Hove,1,0
"Chen, F.-W.",1,0
"Van Hove, L",1,0
"Dubus, A",1,0
"Yang, Yl",1,0
"Fu, Cy",1,0
"Ye, J.",1,0
"Kulathunga, K.M.M.C.B.",1,0
"Gbongli, K.",1,0
"Amedjonekou, K.M.",1,0
"García-Pérez, I.",1,0
"Fernández-Izquierdo, M.A.",1,0
"Muñoz-Torres, M.J.",1,0
"Egami, H.",1,0
"Jang, Y.",1,0
"Lee, W.J.",1,0
"Hadley, B.",1,0
"Barendregt, W.",1,0
"Biørn-Hansen, A.",1,0
"Andersson, D.",1,0
"Ullah, K",1,0
"Mohsin, Aq",1,0
"Saboor, A",1,0
"Baig, S",1,0
"Siano, A.",1,0
"López-Pascual, J.L.",1,0
"Tan, H.",1,0
"Sanchez-Roger, M.",1,0
"Puyol-Antón, E.",1,0
"Gálvez-Sánchez, F.J.",1,0
"Verdú-Jover, A.J.",1,0
"Meseguer-Sánchez, V.",1,0
"Thathsarani, U.",1,0
"Samaraweera, G.",1,0
"Lutfi, A.",1,0
"Alshirah, M.H.",1,0
"Alshira'H, A.F.",1,0
"Almarashdah, M.A.",1,0
"Swiecka, B.",1,0
"Terefenko, P.",1,0
"Wiśniewski, T.",1,0
"Martínez, Mdv",1,0
"Martín-Cervantes, Pa",1,0
"Rodríguez, Sp",1,0
"Mohanty, D.",1,0
"Anand, D.",1,0
"Aljahdali, H.M.",1,0
"Villar, S.G.",1,0
"Martínez, L",1,0
"Short, Jr",1,0
Dzomonda,1,0
"Hong, M.",1,0
"Tian, M.",1,0
"Bayram, O.",1,0
"Talay, I.",1,0
"Feridun, M.",1,0
"Murugesan, T.K.",1,0
"Ramirez, E.R.",1,0
"Jaheer Mukthar, J.M.",1,0
"Villanueva-Calderón, J.V.",1,0
"Julca Guerrero, F.J.",1,0
"Castillo-Picón, J.C.",1,0
"Pelaez-Diaz, G.P.",1,0
"Xiao, X.",2,0
"Yu, M.",1,0
"Tian, X.",1,0
"Liang, C.",1,0
"Cui, Z.",1,0
"Faye, B.",1,0
"Hilal, A.",1,0
"Varela-Neira, C.",1,0
"Lontchi, C.B.",1,0
"Su, Y.",1,0
"Qin, Y.",1,0
"Xie, Q.",1,0
Tian,1,0
"Semenog, A.",1,0
"Artyukhova, N.",1,0
"Cholewa-Wiktor, M.",1,0
"Jastrzębski, W.",1,0
"Tong, G.",2,2
"Sikandar, F.",1,0
"Tong, Z.",1,0
"Ning, M.",1,0
"Chu, Y.",1,0
"Ye, S.",1,0
"Strauss, J.",1,0
"Mao, D.",1,0
"Hameed, M.A.",1,0
"Khanam, R.",1,0
"Bobryshev, A.",1,0
"Chaykovskaya, L.",1,0
"Malinovskaya, N.",1,0
"Yan, G.",1,0
"Chen, M.",1,0
"Chu, Q.",1,0
"Zhang, T.",1,0
"Yamaka, W.",1,0
Rahmayati,1,0
"Detthamrong, U.",1,0
"Nguyen, L.T.",1,0
"Chansanam, W.",1,0
"Aboalsamh, H.M.",1,0
"Albahussain, S.A.",1,0
"Fregolente, Mv",1,0
"Carvalho, Mm",1,0
Xie,1,0
"Avgeri, E.",1,0
"Psillaki, M.",1,0
"Zervoudi, E.",1,0
"Manta, A.G.",1,0
"Badareu, G.",1,0
"Florea, I.A.",1,0
"Staicu, A.L.",1,0
"Lăpădat, C.V.M.",1,0
"Pham, Kd",1,0
"Le, Vlt",1,0
"Niu, C.",1,0
"Merlo, P.",1,0
"Michalak, J.",1,0
"Andruszkiewicz, K.",1,0
"Hou, Z.",1,0
"Choi, Y.",1,0
"Ticona Machaca, A.",1,0
"Gutiérrez Castillo, F.H.",1,0
"Turpo Aliaga, B.",1,0
"Cano-Ccoa, D.M.",1,0
"Yucra Quispe, R.",1,0
"Cahuana Sánchez, J.H.",1,0
"Duran Ttito, C.N.",1,0
"Malaga-Yllpa, Y.",1,0
"Silva Flores, L.J.",1,0
"Callupe-Cueva, P.C.",1,0
"Abbas, S.",1,0
"Dastgeer, G.",1,0
"Kousar, S.",1,0
"Arsh, S.",1,0
"Imran., M.",1,0
"Oh, S.",1,0
"Chung, G.",1,0
"Cho, K.",1,0
"Carrera-Silva, K",1,0
"Ulcuango, Omr",1,0
"Abdo-Peralta, P",1,0
"Salazar, Agc",1,0
"Erazo, Cas",1,0
"Avalos, Dh",1,0
"Omenihu, C.M.",1,0
"Brahma, S.",1,0
"Katsikas, E.",1,0
"Vrontis, D.",1,0
"Siachou, E.",1,0
"Krasonikolakis, I.",1,0
"Tulcanaza-Prieto, A.B.",1,0
"Cortez-Ordoñez, A.",1,0
"Rivera, J.",1,0
"Lee, C.W.",1,0
"Ghandour, M.M.",1,0
"Fayad, N.M.",1,0
"Kassem, J.",1,0
"Hamdar, B.",1,0
"Aguirre-Benalcazar, M.C.",1,0
"Jaramillo-Paredes, M.F.",1,0
"Romero-Hidalgo, O.M.",1,0
"Chanaliya, N.",1,0
"Bansal, S.",1,0
"Cichoń, D.",1,0
"Felimban, R.H.",1,0
"Alzahrani, L.S.",1,0
"Zhong, W.",1,0
"Kattan-Rodríguez, G.E.",1,0
"Katsamakas, E",1,0
"Sánchez-Cartas, Jm",1,0
"Wauk, G.",1,0
"Chai, J.",1,0
"Adjorlolo, G.",1,0
"Amouzou, E.K.",1,0
"Bonney, B.",1,0
"N-Yanyi, B.",1,0
"Wei, S.",1,0
"Niu, K.",1,0
"Taera, Eg",1,0
"Lakner, Z",1,0
"Carlson, E.T.",1,0
"Eadens, D.W.",1,0
Richel,2,1
"Egbo, Op",1,0
"Ezeaku, H",1,0
"Igwemeka, E",1,0
"Okeke, Om",1,0
"Riantono, I.E.",1,0
"Rusmanto, T.",2,1
"Abdinagoro, S.B.",1,0
"Warganegara, D.L.",2,1
"Faisal, G.M.",1,0
"Abbood, S.K.",1,0
"Alnabulsi, Z.H.",1,0
"Salameh, R.S.",1,0
"Elmonshid, L.B.E.-F.",1,0
"Yousif, G.M.A.",1,0
"Sarabdeen, M.",1,0
"Bilal, A.O.A.",1,0
"Azhari, A.B.",1,0
"Lu, L.",1,0
"Jali, N.P.",1,0
"Nyide, C.J.",1,0
"Naktnasukanjn, N.",1,0
"Tamprasirt, A.",1,0
"Udomwong, P.",1,0
"Abouzaid, O.",1,0
"Boussedra, F.",1,0
"Tsaurai, K.",3,2
"Blenkin, S.",1,0
"Davies, G.",1,0
"Eden, P.",1,0
"Rusydi, F.",1,0
"A Iahad, N.A.",1,0
"Yasin, A.",1,0
"Riwayati, H.E.",1,0
"Rachman, H.A.",1,0
"Pramesworo, S.",1,0
"Yustisia, N.",1,0
"Umar, H.",1,0
"Siahaan, M.",1,0
"Vasquez, O.",1,0
"San-Jose, L.",1,0
"Sudzina, F.",1,0
"Pavlíček, A.",1,0
Ta,1,0
"Vinod, G.",1,0
"Ambatipudi, S.",1,0
"Huzdik, K.",1,0
"Bhall, R.",1,0
"Berwal, K.",1,0
"Bisla, M.",1,0
"Kumar, T.",1,0
"Guleria, A.",1,0
"Sharma, V.K.",1,0
"Sukumaran, K.",1,0
"Sahai, A.",1,0
Rohtash,1,0
"Mondal, G.",1,0
"Rajpal, N.K.",1,0
"Zafar, S.",1,0
"Abusaad, M.",1,0
"Khatri, B.B.",1,0
"Poudel, O.",1,0
"Acharya, P.",1,0
"Adiandari, A.M.",1,0
"Yuliani, Y.",2,0
"Winata, H.",1,0
"Tamilselvi, R.",1,0
"Balaji, P.",1,0
"Chitra, I.",1,0
"Devi, S.",1,0
"Shaik, G.",1,0
"Babu, P.R.",1,0
Sharmila,1,0
Portela,1,0
"Espinoza, Fxd",1,0
"De Valgas, Dgaf",1,0
"Dhuli, B.",1,0
"Dhuli, K.",1,0
"Caballero, M.",1,0
"Abarca, Y.",1,0
"Mellado, J.",1,0
"Barreto, U.",1,0
"Diaz, J.",1,0
"Saif-Alyousfi, A.Y.H.",1,0
"Alshammari, T.R.",1,0
"Yusuf, S.",1,0
"Bora, A.",1,0
"Irwan, I.",1,0
"Soi, A.B.",1,0
"Rum, M.",1,0
"Junaidi, J.",1,0
Widjojo,2,0
"Zheng, L.",1,0
"Ma, S.",1,0
"Shkodra, J.",1,0
"Gashi, F.",1,0
"Ymeri, P.",1,0
"Ibishi, L.",1,0
"Ribaj, A.",1,0
"Meçe, M.",1,0
"Cinaj, V.",1,0
"Kadrimi, I.",1,0
Fatoki,1,0
"Asyik, N.F.",1,0
"Wahidahwati, W.",1,0
"Laily, N.",1,0
"Wong, W.C.",1,0
"Cheng, A.Y.",1,0
"Yee, Y.F.",1,0
"Prompanyo, M.",1,0
"Khaleq, S.Y.A.",1,0
"Shihab, R.N.A.",1,0
"Alonzo, A.A.",1,0
"Macadildig, A.D.",1,0
"Sapio, R.C.M.",1,0
"Bernales, J.C.",1,0
"Dadole, D.M.",1,0
"Abellana, J.J.G.",1,0
"Zunaidah, Z.",1,0
"Taufik, T.",1,0
"Kim, D.-K.",1,0
"Jeong, D.",1,0
Teixeira,1,0
"Mohapatra, M.R.",1,0
"Moirangthem, N.S.",1,0
"Vishwakarma, P.",1,0
"Sarkar, Kk",1,0
"Thapa, R",1,0
"Islam, F",1,0
"Chitose, A",1,0
"Kusadokoro, M",1,0
"Tian, Z.",1,0
"Yamada, E.",1,0
"Shimizutani, S.",1,0
"Murakami, E.",1,0
"Oladipo, O.A.",1,0
"Abiodun, A.",1,0
"Adigbole, E.A.",1,0
"Eroundu, I.N.",1,0
"Ajagbe, G.O.",1,0
"Ogundele, E.",1,0
"Stella, I.",1,0
Verulava,1,0
Cabello,1,0
M.G.,1,0
"Voptia, Ebk",1,0
"Stukalina, J",1,0
"Ratnawati, K.",1,0
"Koval, V.",1,0
"Arsawan, I.W.E.",1,0
"Kazancoglu, Y.",1,0
"Lomachynska, I.",1,0
"Skyba, H.",1,0
"Supramono, S.",1,0
"Rizky Widya Mardika, D.R.W.",1,0
"Lestari, U.P.",1,0
"Indriani, E.",1,0
"Irawan, N.",1,0
Hartawan,1,0
"Khristiana, Y.",1,0
"Bakhshi, P.",1,0
"Agrawal, R.",1,0
"Mendon, S.",1,0
"Frank, D.",1,0
"Spulbar, C.",1,0
"Birǎu, R.",1,0
"Filip, R.D.",1,0
"Civelek, M",1,0
"Kljucnikov, A",1,0
"Kristofík, P",1,0
"Rozsa, Z",1,0
"Amowine, N.",1,0
"Baležentis, T.",1,0
"Faradiba, F.",1,0
"Zet, L.",1,0
T.D.,1,0
Vijimon,1,0
Mozes,2,0
"Yakoboski, P.J.",1,0
"Hasler, A.",2,1
"Clark, R.",1,0
"Davis, H.",2,1
"Annamalai, A.T.",1,0
"Koserwal, P.",1,0
"Keerthana, S.",1,0
"Palmieri, D.",1,0
"Raval, A.",1,0
Lefilleur,1,0
"Bédécarrats, F.",2,2
"Bastiaensen, J.",3,2
"Doligez, F.",2,2
Nguena,1,0
C.-L.,1,0
"Marchetti, P.",1,0
Doligez,1,0
"Montalieu, T.",1,0
Koné,1,0
"Birba, O.",1,0
Lelart,1,0
Pimbert,1,0
"Chaix, L.",1,0
"Torre, D.",1,0
Ngongang,1,0
V.D.O.,1,0
Rosengard,1,0
J.K.,1,0
"Azer, I.",1,0
"Mohamad, S.A.",1,0
"Muhamad Arifin, N.A.",1,0
"Mat, A.",1,0
"Markom, R.",1,0
"Ismail, R.",1,0
"Yusoff, S.S.A.",1,0
"Zakuan, Z.Z.",1,0
"Egharevba, M.E.",1,0
"Eguavoen, A.",1,0
"Azuh, D.",1,0
"Iruonagbe, T.C.",1,0
"Chiazor, I.A.",1,0
"Pardo-Montaño, A.",1,0
"Dávila-Cervantes, C.",1,0
"Thoene, U",1,0
"Turriago-Hoyos, A",1,0
"Vicedo, J.C.",1,0
"Tomás-Miquel, J.-V.",1,0
"Shih, C.M.",1,0
"Bejaković, P.",1,0
"Šimurina, N.",1,0
"Babačić, E.",1,0
"Thayanithi, M.",1,0
"Pandiyarajan, A.",1,0
"Raja, N.",1,0
Prevedello,1,0
Loubere,2,0
Mvondo,1,0
"Donaldson, O",1,0
"Duggan, Ew",1,0
"Woldie, A.",1,0
"Nzekwu, J.C.",1,0
"Thomas, B.C.",1,0
"Mariscal, J.",2,0
"Rentería, C.",1,0
"Donaldson, O.",2,0
"Duggan, E.",1,0
"Mohamad, M.",2,2
"Wood-Harper, T.",2,2
"Ramlogan, R.",2,2
Tezel,1,0
"Zakaria, N.F.",2,1
"Barasa, V.N.",1,0
"Lugo, C.",1,0
"Mathur, P.",1,0
Roy,1,0
Tambunan,1,0
Bwemelo,1,0
G.S.,1,0
"Ukpabi, D.C.",1,0
"Jain, D.",1,0
"Nair, K.S.",1,0
"Pathak, S.A.",1,0
"Virani, S.",1,0
"Amezcua, B.",1,0
"De La Peña, A.",1,0
"Briseño-García, A.",1,0
"Sánchez-Aldape, A.",1,0
"Saucedo-Soto, J.M.",1,0
"Hernández-Bonilla, A.",1,0
"Kumar, V.V.",1,0
Patiño-Castro,1,0
O.A.P.,1,0
Yanaga,1,0
Savinov,1,0
Shrivastava,2,1
Vasiliu-Feltes,1,0
Kabir,2,0
Salini,1,0
Ahiabenu,1,0
"Masamila, B.A.",1,0
"Oreku, G.S.",1,0
"Nfuka, E.N.",1,0
"Madhunamali, R.",1,0
"Jayasena, K.P.N.",1,0
"Manishimwe, T.",1,0
"Fajariyah, N.A.",1,0
"Khotimah, K.",1,0
"Sayah, F.",1,0
Kachkar,1,0
"Etim, A.S.",2,1
"Etim, D.N.",2,1
"Md Husin, M.",1,0
"Blome, C.",2,3
"Sivarajah, U.",2,3
"Maouloud, V.M.",1,0
"Lyoussi, D.",1,0
"Kouchih, A.",1,0
"Alhassan, Y.",2,1
"Nwagbara, U.",2,1
"Oumarou, S.",1,0
"Jagani, K.",1,0
"Patra, S.",1,0
"Eilu, E.",1,0
"Auma, T.O.",1,0
"Martínez-Fiestas, M.",1,0
"Oviedo-Cáceres, K.",1,0
"Rodríguez-Garzón, I.",1,0
"Duran, N.",1,0
Kukreja,1,0
"Bahl, D.",1,0
"Bhatt, K.D.",1,0
"Vin, M.P.",1,0
"Bernhardt, S.",2,3
"Kansara, T.",2,3
"Cooper, N.",2,3
De Oliveira Rodrigues,1,0
"Goyal, S.",1,0
"Bala, S.",1,0
"Duggan, E.W.",1,0
"Ditta, H.",1,0
"Thakkar, A.",1,0
"Asmelash, A.",1,0
"Bisht, D.",1,0
"Garg, R.",1,0
"Verma, D.",1,0
"Mallick, M.",1,0
"Tripura, B.",1,0
"Manchanda, V.",1,0
"Pandey, C.S.",1,0
"Maheshwari, M.",1,0
"Atrey, I.",1,0
"Mittal, S.",2,0
"Yadav, R.",1,0
"Huzooree, G.",1,0
"Dewasiri, N.J.",1,0
"Gadicha, V.B.",2,1
"Gadicha, A.B.",2,1
"Ahmadi, S.",1,0
"Mazjini, M.",1,0
"Vargas-Hernández, J.G.",2,0
"Salmerón-Zapata, A.J.",1,0
"Rani, J.",2,2
"Guru, R.",2,2
"Sakthivel, S.",2,2
"Mitra, B.",1,0
"Ituarte, G.",1,0
"Mabrouk, H.",1,0
"Valderrey, F.J.",1,0
"Alghifari, E.S.",1,0
"Sari, L.M.",1,0
"Hermawan, A.",1,0
"Agusta, K.",1,0
"Nalini, R.",1,0
Tariq,1,0
"Chugh, P.",1,0
Rafieh,1,0
A.R.B.,1,0
"Molla, W.T.",1,0
"Rodrigues, R.V.",1,0
"Geddam, S.M.",1,0
"Tadipigari, M.B.",1,0
"Kanishka, K.",1,0
"Soundararajan, G.",1,0
"Agrawal, S.S.",1,0
"Syan, A.S.",1,0
Ida Evangeline,2,1
S.I.,2,1
"Kismawadi, E.R.",2,1
"Yadav, A.K.",1,0
"Sinha, R.",1,0
"Jindal, A.",2,0
"Rajput, D.",1,0
"Chandra, S.",1,0
"Rungwong, N.",1,0
"Rani, K.",1,0
"Tikku, S.",1,0
"Mane, P.D.",1,0
"Kole, I.",1,0
"Khandekar, S.R.",1,0
"Kokate, H.",1,0
Andrae,3,1
"Garg, M.",1,0
"Banerjee, G.",1,0
Shafik,1,0
"Rismawati, R.",1,0
"Handayani, M.",1,0
"Elliyana, E.",1,0
"Pahala, I.",1,0
"Suresh, N.",1,0
"Kumar, N.M.",1,0
"Caballero, M.M.",1,0
"Bystrov, I.",1,0
Srivastava,2,0
"Gurung, M.",1,0
"Singhal, I.",1,0
"Rachamadugu, B.",1,0
"Purohit, K.",1,0
"Rahman, A.",1,0
"Czipf, C.",1,0
"Bouteraa, M.",1,0
"Baddou, A.",1,0
"Benmoussa, M.S.",1,0
"Hebbaz, A.",1,0
"Elkheloufi, A.",1,0
"Boudiab, M.",1,0
"Al-Daihani, M.",1,0
"Chekima, B.",1,0
"Jamil, A.H.",1,0
"Ab Ghani, N.A.B.",1,0
"Dananjayan, M.P.",1,0
"Gopakumar, S.",1,0
"Parthasarathi, N.",1,0
Ramkumar,1,0
"Sharma, H.P.",1,0
"Anuforo, P.U.",1,0
Randa,1,0
I.O.,1,0
Turhan,1,0
"Ghosh, N.",1,0
"Amarnath, D.D.",1,0
"Thimothy, S.J.",1,0
"Joshi, K.",1,0
"Srinivas, B.",1,0
"Adinarayana Rao, U.V.A.",1,0
"Sagi, S.",1,0
"Ramya, H.P.",1,0
"Deepak, R.",1,0
"Minz, N.K.",1,0
"Bhardwaj, P.",1,0
"Manda, V.K.",1,0
"Khaliq, L.N.",1,0
"Saravanakrishnan, V.",1,0
"Nandini, M.",1,0
"Palanivelu, P.",1,0
Lekhi,1,0
"Kaur, A.K.",1,0
Eskandarzadeh,1,0
Venugopal,1,0
Shilina,1,0
Sisodia,1,0
"Malik, G.",1,0
"Bhatnagar, S.",1,0
"Kasana, E.",1,0
Abouraia,1,0
"Al-Hajri, J.A.",1,0
"Chadha, A.",1,0
"Vashishth, T.K.",1,0
"Sharma, K.K.",1,0
"Joshi, R.P.",1,0
Sayari,1,0
K.S.,1,0
"Vehapi, A.",1,0
"Tafiili, E.",1,0
"Tyagi, A.K.",4,2
"Kumari, S.",1,0
"Chidambaram, N.",1,0
"Vittala, K.R.",2,2
"Ahmad, S.S.",1,0
"Seranmadevi, R.",2,2
Loreño,1,0
D.T.,2,0
"Anand, A.",1,0
"Karn, A.",1,0
Klich,1,0
"Hemamalini, V.",1,0
"Shamurailatpam, S.D.",1,0
"Majeed, M.",1,0
"Abbas, S.F.",1,0
"Sajjad, A.",1,0
"Rizavi, H.",1,0
"Sadiq, N.",1,0
"Maity, M.",1,0
"Das, A.",1,0
"Gharai, P.",1,0
"Mondal, I.",1,0
"Fouzdar, A.S.",1,0
"Bellamy, L.C.",1,0
Paul,2,0
"Arunachalam, R.",1,0
"Kazi, A.K.",1,0
"Rafique, M.A.",1,0
"Nandrajog, A.B.",1,0
"Singla, L.",1,0
"Kakkar, L.",1,0
"Rao Veerla, N.",1,0
"Nandam, V.",1,0
"Kandula, D.",1,0
"Dokku, S.R.",1,0
"Jampala, R.C.",1,0
"Lakshmi, P.A.",1,0
"Kowsick, N.P.",1,0
"Popescu, A.D.",1,0
"Spulbar, C.M.",1,0
"Biswas, B.",1,0
Jariwala,1,0
"Parameswaran, S.",1,0
"Singh, K.A.",1,0
"Burange, M.S.",1,0
"Khan, Z.I.",1,0
Botello,1,0
"Ndigwe, C.I.",1,0
"Nnamdi, K.C.",1,0
"Oyeniran, T.T.",1,0
"Ilesanmi, H.",1,0
"Maiyaki, S.F.",1,0
"Ekpemuaka, E.",1,0
Arora,1,0
Carè,1,0
"Ambekar, A.",1,0
"Udayakumar, C.",1,0
"Kiran, M.",1,0
"Chopra, A.",1,0
"Dhaundiyal, P.",1,0
"Kataria, A.",1,0
"Vimal, M.",1,0
"Jha, B",1,0
"Vijayvargy, L",1,0
"Nisha, N.",1,0
"Nawrin, K.",1,0
"Bushra, A.",1,0
"Mensch, S.",1,0
"Wilkie, L.",1,0
"Mtengwa, B.B.",1,0
"Kandiero, A.",1,0
"Bigirimana, S.",1,0
"Alrasheedi, M.",1,0
"Dwivedi, P.",1,0
"Starešinić, B.",1,0
"Muchandigona, A.K.",1,0
"Kalema, B.M.",2,0
"Jagani, K",1,0
"Patra, S",1,0
Mani,2,1
"Wei, Yl",1,0
"Wang, Lq",1,0
"Zhang, Hs",1,0
"Lemus, A.",1,0
"Mader, P",2,1
"Changwesha, M.",1,0
"Mutezo, A.T.",1,0
Desta,1,0
"Ngwenya, B",1,0
"Pelser, T",1,0
"Chivaura, T",1,0
"Alabdulrazag, B.A.",1,0
"Alshogeathri, M.A.",1,0
"Gertze, L",1,0
"Petersen, F",1,0
"Phalatse, T",1,0
"Arthur, J",1,0
"Rensleigh, C",1,0
"Makholwa, C",1,0
"Budree, A",1,0
"Kabanda, S",1,0
Willis,1,0
L.E.,1,0
"Dare, S.E.",1,0
"Van Dijk, W.W.",1,0
"Van Dijk, E.",1,0
"Van Dillen, L.F.",1,0
"Gallucci, M.",1,0
"Simonse, O.",1,0
"Nababan, L.",1,0
"Lee, J.K.",1,0
"Zulkhibri, M.",1,0
"Ghazal, R.",1,0
"Arsyianti, L.D.",1,0
"Todd, H.",1,0
"Hudson, M.",1,0
"Grolmusová, N.",1,0
"Kazibwe, J.",1,0
"Pearman, J.",1,0
"Skender, K.",1,0
"Tran, P.B.",1,0
"Boccia, D.",1,0
"Shete, P.B.",1,0
"Wingfield, T.",1,0
"Wong, R.",1,0
"Ng, P.",1,0
"Bonino, J.",1,0
"Gonzaga, A.M.",1,0
"Mieczkowski, A.E.",1,0
"Okolo, C.C.",1,0
"Omorogbee, F.E.",1,0
"Alufohai, G.E.",1,0
"Aminu, Ro",1,0
"Arowolo, Ao",1,0
"Oyawole, Fp",1,0
"Ibrahim, Sb",1,0
"Monehin, J.O.",1,0
"Abraham, A.",1,0
"Ilugbusi, B.S.",1,0
"Francis, A.O.",1,0
"Kersop, M.",2,1
"Du Toit, S.F.",2,1
"Jeaven, H",1,0
"Wapnick, R",1,0
"Carswell, Mbj",1,0
"De Leede, M.",1,0
"Hummels, H.",1,0
Bali Swain,1,0
"Millar, T.K.",1,0
"Hossain, F.",1,0
"López, F.",1,0
"Rees, C.",1,0
"Barry, P.",1,0
"Villarreal, M.",1,0
Mohseni-Cheraghlou,1,0
"Lenton, P.",1,0
"Mosley, P.",1,0
"Bapat, D.",1,0
"Bhattacharyay, B.N.",1,0
"Bhattacharyay, M.",1,0
"Prêtet, A.",1,0
"Klang, T.",1,0
"Dary, S.K.",1,0
"Adams, A.",1,0
"Abdul-Wahab, S.",1,0
Bateman,1,0
"Ali, M.A.M.",1,0
"Salami, M.A.",1,0
"Sarea, A.M.",1,0
"Atif, M.",1,0
"Ngo, V.D.",1,0
"Ansong, E.",1,0
"Mohi-Ud-Din Qadri, H.",1,0
"Bhatti, M.I.",1,0
Malik,1,0
"Shili, N.",1,0
"Panjwani, K.",1,0
"Thomas, H.",1,0
"Soriano, M.A.",1,0
Patra,1,0
"Kurantin, N.",1,0
"Osei-Hwedie, B.Z.",1,0
Padmaperuma,1,0
Kobayakawa,1,0
Mattassoglio,1,0
Gazi,1,0
"Zou, C.",1,0
Boateng,1,0
Makwanya,1,0
Sey,1,0
Bakker,1,0
"Mor, S.",1,0
"Sun, T.",1,0
"Dong, C.",1,0
"Diaz Tautiva, J.A.D.",1,0
"Rivera, S.A.R.",1,0
"Celume, S.A.B.",1,0
"Rivera, F.I.R.",1,0
"Lecuna, A.",1,0
"Kudal, P.",1,0
"Dawar, S.",1,0
"Inamdar, V.",1,0
"Rathore, T.",1,0
"Chea, S.",1,0
"Ouk, S.",1,0
Kassim,1,0
Rambe,2,1
Situmorang,1,0
S.H.,1,0
Azharuddin,1,0
"Joarder, S.",1,0
"Mazumdar, M.D.",1,0
Goldfinch,1,0
"Babasyan, D.",1,0
"Melecký, M.",1,0
Kushwah,2,0
"Bhagat, P.H.",1,0
"Jain, P.K.",1,0
"Kaushik, C.",1,0
"Yadav, O.P.",1,0
"Teotia, R.",1,0
Agbataekwe-Richmond,1,0
"Damar-Blanken, D.",2,1
"Kaup, A.",1,0
"Sein, K.",1,0
Vardi,1,0
"Bhullar, P.S.",1,1
"Tudu, B.",1,0
"Khatua, P.",2,1
"Panda, L.",2,1
"Monisha, J.",1,0
"Anitha, K.",1,0
"Ponmurugan, P.P.",1,0
"Daudu, B.O.",1,0
"Osimen, G.U.",1,0
"Abubakar, A.T.",1,0
"Chowhan, S.S.",1,0
"Saxena, P.",1,0
"Dzingirai, M.",2,1
"Akbar, M.A.",1,0
"Ramlan, A.N.M.",1,0
"Pitchay, A.A.",1,0
"Annuar, H.A.",1,0
Swaminathan,1,0
"Manta, F.",1,0
"Calò, L.",1,0
"Cotugno, M.",1,0
"Boscia, V.",1,0
"Gull, S.",1,0
"Floreani, J.",2,0
"Velliscig, G.",1,0
"Akolgo, P.M.",1,0
"Narmadha, R.",1,0
"Mathan Kumar, V.",1,0
"Naveena, R.",1,0
"Kapusuzoglu, A.",1,0
"Ceylan, N.B.",1,0
"Iddrisu, A.",1,0
Martins,1,0
A.O.,1,0
"Nanda, B.",1,0
"Pareek, A.",1,0
Spitzeck,1,0
"Anicker, F.",1,0
"Flaßhoff, F.G.",1,0
"Numi, A.",1,0
"Okemwa, J.",1,0
"Kingiri, A.",1,0
"Phukan, P.K.",1,0
"Kumar, P.P.",1,0
"Sikarwar, T.S.",1,0
"Chaudhary, R.",1,0
"Sheikh, M.R.",1,0
"Hussain, I.",1,0
"Sultan, S.",1,0
"Shukla, J.",1,0
"Tewari, A.",1,0
"Thakur, N.",1,0
"Verma, V.C.",1,0
"Bag, A.",1,0
"Pant, L.M.",1,0
"Kumari, N.",1,0
"Nanda, C.S.K.",1,0
Mazharunnisa,1,0
"Mubeen, S.",1,0
"Teeli, A.A.",1,0
"Nazir, S.",1,0
"Haq, W.",1,0
"Abbas, F.",1,0
Aren,1,0
M.-L.F.,1,0
"Mpofu, Q.",1,0
Birtles,1,0
T.G.,1,0
Osei-Assibey,1,0
Malala,1,0
Balkenhol,1,0
"Feil, F.",1,0
